layer,atom,unrelated_atom,control,selection_mean_abs_target_contribution,prompt_id,suite,text,logit_rel,logit_rel_percent,logit_max_abs,logit_cosine,kl_base_to_patch,js_divergence,top1_same,base_top1_id,base_top1_token,patched_top1_id,patched_top1_token,topk_overlap,target_id,target_token,base_target_logit,patched_target_logit,target_logit_delta,base_target_prob,patched_target_prob,target_prob_delta
0,1375,4761,real,0.011692123487591743,19,continuation,The book begins with a description of,0.0013360100565478206,0.13360100565478206,0.01953125,0.9999949932098389,7.4209315243933816e-06,1.9992513671240886e-06,True,279, the,279, the,1.0,279, the,15.1015625,15.109375,0.0078125,0.40656569600105286,0.4080633819103241,0.0014976859092712402
0,1375,4761,real,0.011692123487591743,20,german,Die Hauptstadt von Frankreich ist,0.010796968825161457,1.0796968825161457,0.3125,0.9999401569366455,0.0007740284199826419,0.00019304221495985985,True,12095, Paris,12095, Paris,1.0,12095, Paris,12.4609375,12.46875,0.0078125,0.29806914925575256,0.30076485872268677,0.002695709466934204
0,1375,4761,real,0.011692123487591743,21,capital,The capital of Brazil is,0.10681955516338348,10.681955516338348,2.515625,0.9944955706596375,0.11458506435155869,0.02738978434354067,True,7407, located,7407, located,0.8,7407, located,16.078125,15.7421875,-0.3359375,0.15309502184391022,0.18406856060028076,0.030973538756370544
0,1375,4761,real,0.011692123487591743,22,ukrainian,Два плюс два дорівнює,0.010410795919597149,1.041079591959715,0.44677734375,0.9999553561210632,0.0015415400266647339,0.00038535846397280693,True,7665, к,7665, к,1.0,7665, к,11.140625,11.15625,0.015625,0.15919312834739685,0.15845902264118195,-0.0007341057062149048
0,1375,4761,real,0.011692123487591743,23,code,"try:
    result = 10 / 2
except Exception as e:
    print(",0.002356929937377572,0.2356929937377572,0.0390625,0.9999911189079285,5.861752651981078e-05,1.498922301834682e-05,True,607, str,607, str,1.0,607, str,17.453125,17.484375,0.03125,0.2566661536693573,0.2604454457759857,0.003779292106628418
0,1375,4761,real,0.011692123487591743,24,code,"for i in range(5):
    print(",0.00237509747967124,0.23750974796712399,0.03125,0.9999932050704956,2.2975056708673947e-05,5.945064231127617e-06,True,20,5,20,5,1.0,20,5,20.09375,20.09375,0.0,0.4754438102245331,0.47651997208595276,0.0010761618614196777
0,1375,4761,real,0.011692123487591743,25,capital,The capital of Poland is,0.13163067400455475,13.163067400455475,2.9287109375,0.9919557571411133,0.17513424158096313,0.043420812115073204,True,7407, located,7407, located,0.6,7407, located,15.6171875,15.640625,0.0234375,0.13695135712623596,0.24200193583965302,0.10505057871341705
0,1375,4761,real,0.011692123487591743,26,capital,The capital of Ukraine is,0.11350063234567642,11.350063234567642,2.643310546875,0.9935372471809387,0.12152242660522461,0.028986780904233456,True,7407, located,7407, located,0.6,7407, located,16.109375,15.734375,-0.375,0.33429190516471863,0.37664178013801575,0.04234987497329712
0,1375,4761,real,0.011692123487591743,27,math,"The next number in the sequence 2, 4, 8, 16 is",0.08844587951898575,8.844587951898575,1.63671875,0.9960931539535522,0.008004526607692242,0.002018267521634698,True,510,":
",510,":
",1.0,510,":
",19.421875,19.484375,0.0625,0.25789403915405273,0.2578336000442505,-6.0439109802246094e-05
0,1375,4761,real,0.011692123487591743,28,continuation,"After the rain stopped, the sky became",0.00523924408480525,0.523924408480525,0.126953125,0.9999792575836182,0.00017383832891937345,4.320986226957757e-05,True,2797, clear,2797, clear,1.0,2797, clear,17.640625,17.609375,-0.03125,0.24805451929569244,0.24391086399555206,-0.004143655300140381
0,1375,4761,real,0.011692123487591743,29,math,"If y - 5 = 9, then y =",0.008001989684998989,0.8001989684998989,0.1875,0.999954104423523,0.00017866780399344862,4.442469980858732e-05,True,220, ,220, ,1.0,220, ,17.921875,17.90625,-0.015625,0.34557193517684937,0.34424176812171936,-0.0013301670551300049
0,1375,4761,real,0.011692123487591743,30,math,One half of 50 is,0.19044996798038483,19.044996798038483,3.0322265625,0.9863970875740051,0.10413666069507599,0.025777297094464302,True,6144, equal,6144, equal,1.0,6144, equal,20.015625,19.234375,-0.78125,0.46574845910072327,0.2880646288394928,-0.17768383026123047
0,1375,4761,real,0.011692123487591743,31,capital,The capital of Portugal is,0.22144165635108948,22.144165635108948,4.6943359375,0.9764290452003479,0.3557102680206299,0.08005879819393158,True,7407, located,7407, located,0.6,7407, located,16.171875,15.59375,-0.578125,0.23057682812213898,0.31647205352783203,0.08589522540569305
0,1375,4761,unrelated,0.011692123487591743,0,continuation,"In a democratic system, citizens usually",0.0020397843327373266,0.20397843327373266,0.03125,0.9999883770942688,7.180835382314399e-06,1.8813396991390618e-06,True,614, have,614, have,1.0,614, have,21.640625,21.640625,0.0,0.30539563298225403,0.3054817318916321,8.609890937805176e-05
0,1375,4761,unrelated,0.011692123487591743,1,math,2 to the power of 8 is,0.08596781641244888,8.596781641244888,1.32421875,0.9967414140701294,0.03219014033675194,0.008258677553385496,True,220, ,220, ,1.0,220, ,19.21875,18.96875,-0.25,0.42804810404777527,0.3487076759338379,-0.07934042811393738
0,1375,4761,unrelated,0.011692123487591743,2,factual,The nearest star to Earth is,0.04442150890827179,4.442150890827179,1.4296875,0.9990226030349731,0.04439961165189743,0.01145767793059349,True,1304, __,1304, __,1.0,1304, __,13.9921875,13.8515625,-0.140625,0.18564634025096893,0.18243944644927979,-0.003206893801689148
0,1375,4761,unrelated,0.011692123487591743,3,capital,The capital of Canada is,0.04575490579009056,4.575490579009056,0.93359375,0.9991106390953064,0.016461359336972237,0.003959956578910351,False,7407, located,30743, ____,1.0,7407, located,15.5078125,15.203125,-0.3046875,0.11912614852190018,0.07959681004285812,-0.03952933847904205
0,1375,4761,unrelated,0.011692123487591743,4,code,"def add(a, b):
    return",0.007523658685386181,0.7523658685386181,0.125,0.9999704360961914,5.517402678378858e-05,1.406494266120717e-05,True,264, a,264, a,1.0,264, a,23.90625,23.875,-0.03125,0.9667164087295532,0.965151309967041,-0.001565098762512207
0,1375,4761,unrelated,0.011692123487591743,5,code,"items = [1, 2, 3]
length = len(",0.0027223890647292137,0.27223890647292137,0.046875,0.9999921321868896,4.205517689115368e-05,1.0473537258803844e-05,True,16,1,16,1,1.0,16,1,18.46875,18.46875,0.0,0.39086613059043884,0.3917727470397949,0.0009066164493560791
0,1375,4761,unrelated,0.011692123487591743,6,capital,The capital of France is,0.05329854413866997,5.329854413866997,1.05078125,0.9985785484313965,0.02703968994319439,0.006517551140859723,True,12095, Paris,12095, Paris,0.8,12095, Paris,17.234375,17.4375,0.203125,0.30551648139953613,0.3823469281196594,0.07683044672012329
0,1375,4761,unrelated,0.011692123487591743,7,continuation,The customer opened the package and found,0.0021235281601548195,0.21235281601548195,0.02734375,0.9999918937683105,2.8539023332996294e-05,7.194503950813669e-06,True,429, that,429, that,1.0,429, that,17.578125,17.578125,0.0,0.25919830799102783,0.2600584626197815,0.0008601546287536621
0,1375,4761,unrelated,0.011692123487591743,8,continuation,"To solve the problem step by step, first",0.005698283202946186,0.5698283202946186,0.05859375,0.9999804496765137,7.342767639784142e-05,1.8677469597605523e-05,True,8253, determine,8253, determine,1.0,8253, determine,18.46875,18.484375,0.015625,0.1353265345096588,0.1359446495771408,0.0006181150674819946
0,1375,4761,unrelated,0.011692123487591743,9,capital,The capital of Italy is,0.0699203759431839,6.99203759431839,1.4296875,0.9975881576538086,0.10910157859325409,0.025956845842301846,False,7407, located,21718, Rome,0.8,7407, located,16.1875,15.4296875,-0.7578125,0.20208659768104553,0.08536682277917862,-0.11671977490186691
0,1375,4761,unrelated,0.011692123487591743,10,math,"If a rectangle has sides 4 and 6, its area is",0.06862854212522507,6.862854212522507,1.234375,0.9976715445518494,0.019129609689116478,0.004790551960468292,True,220, ,220, ,0.8,220, ,18.453125,18.265625,-0.1875,0.2919444739818573,0.2667892277240753,-0.025155246257781982
0,1375,4761,unrelated,0.011692123487591743,11,factual,The chemical symbol for oxygen is,0.05334703251719475,5.334703251719475,1.1171875,0.9986796379089355,0.027935244143009186,0.006547949044033885,True,30743, ____,30743, ____,0.8,30743, ____,19.046875,18.859375,-0.1875,0.31270965933799744,0.30718207359313965,-0.005527585744857788
0,1375,4761,unrelated,0.011692123487591743,12,factual,The largest planet in the Solar System is,0.045388415455818176,4.538841545581818,1.078125,0.9991737604141235,0.022230299189686775,0.005590067943558097,True,49689, Jupiter,49689, Jupiter,1.0,49689, Jupiter,15.0,15.1328125,0.1328125,0.09838929027318954,0.1065467894077301,0.008157499134540558
0,1375,4761,unrelated,0.011692123487591743,13,ukrainian,Протилежне до слова гарячий —,0.0007909795385785401,0.07909795385785401,0.03125,0.9999868273735046,2.6695357519201934e-05,6.801147719670553e-06,True,67879, это,67879, это,1.0,67879, это,6.53125,6.54296875,0.01171875,0.08992964774370193,0.09099768847227097,0.0010680407285690308
0,1375,4761,unrelated,0.011692123487591743,14,russian,Вода замерзает при температуре,0.0007999672088772058,0.07999672088772058,0.0390625,1.000002145767212,3.587971878005192e-05,9.061951914191013e-06,True,220, ,220, ,1.0,220, ,9.859375,9.84375,-0.015625,0.26714596152305603,0.2648684084415436,-0.002277553081512451
0,1375,4761,unrelated,0.011692123487591743,15,factual,The process by which plants use light is called,0.0016019248869270086,0.16019248869270086,0.03125,0.9999971389770508,4.6308668970596045e-06,1.1204228940187022e-06,True,7249, photos,7249, photos,1.0,7249, photos,19.09375,19.09375,0.0,0.566943883895874,0.5671748518943787,0.00023096799850463867
0,1375,4761,unrelated,0.011692123487591743,16,continuation,The scientist examined the data and concluded that,0.0020897891372442245,0.20897891372442245,0.033203125,0.9999935626983643,7.2726588769000955e-06,2.180493311243481e-06,True,279, the,279, the,1.0,279, the,16.453125,16.453125,0.0,0.4974929690361023,0.49825894832611084,0.0007659792900085449
0,1375,4761,unrelated,0.011692123487591743,17,ukrainian,Вода замерзає за температури,0.0025597766507416964,0.25597766507416964,0.08544921875,0.9999880790710449,0.00014496338553726673,3.579617987270467e-05,True,11916,ю,11916,ю,1.0,11916,ю,10.0859375,10.125,0.0390625,0.1448928415775299,0.1469792127609253,0.0020863711833953857
0,1375,4761,unrelated,0.011692123487591743,18,continuation,"Once upon a time, in a small village,",0.0019673649221658707,0.19673649221658707,0.037109375,0.9999867677688599,2.2731524950359017e-05,5.4532551985175814e-06,True,1052, there,1052, there,1.0,1052, there,17.921875,17.921875,0.0,0.6780264973640442,0.6778395771980286,-0.000186920166015625
0,1375,4761,unrelated,0.011692123487591743,19,continuation,The book begins with a description of,0.002540124813094735,0.2540124813094735,0.03125,0.9999885559082031,1.019590490614064e-05,3.066900717385579e-06,True,279, the,279, the,1.0,279, the,15.1015625,15.1171875,0.015625,0.40656569600105286,0.40852904319763184,0.0019633471965789795
0,1375,4761,unrelated,0.011692123487591743,20,german,Die Hauptstadt von Frankreich ist,0.021600566804409027,2.1600566804409027,1.169921875,0.9997665882110596,0.013240293599665165,0.00322275806684047,True,12095, Paris,12095, Paris,1.0,12095, Paris,12.4609375,12.328125,-0.1328125,0.29806914925575256,0.3010506331920624,0.0029814839363098145
0,1375,4761,unrelated,0.011692123487591743,21,capital,The capital of Brazil is,0.058312658220529556,5.831265822052956,1.1875,0.9983068108558655,0.040049150586128235,0.009439860470592976,False,7407, located,61124, Bras,1.0,7407, located,16.078125,15.5546875,-0.5234375,0.15309502184391022,0.08264326304197311,-0.0704517588019371
0,1375,4761,unrelated,0.011692123487591743,22,ukrainian,Два плюс два дорівнює,0.006299908272922039,0.6299908272922039,0.232421875,0.999977171421051,0.0011170811485499144,0.00027997686993330717,True,7665, к,7665, к,1.0,7665, к,11.140625,11.109375,-0.03125,0.15919312834739685,0.15717552602291107,-0.002017602324485779
0,1375,4761,unrelated,0.011692123487591743,23,code,"try:
    result = 10 / 2
except Exception as e:
    print(",0.0019626098219305277,0.19626098219305277,0.033203125,0.9999960660934448,2.377639975748025e-05,6.128950644779252e-06,True,607, str,607, str,1.0,607, str,17.453125,17.46875,0.015625,0.2566661536693573,0.25938543677330017,0.002719283103942871
0,1375,4761,unrelated,0.011692123487591743,24,code,"for i in range(5):
    print(",0.0022722885478287935,0.22722885478287935,0.03125,0.9999935626983643,2.0645540644181892e-05,5.22864684171509e-06,True,20,5,20,5,1.0,20,5,20.09375,20.09375,0.0,0.4754438102245331,0.47664204239845276,0.0011982321739196777
0,1375,4761,unrelated,0.011692123487591743,25,capital,The capital of Poland is,0.0813101977109909,8.13101977109909,1.5374755859375,0.9967778325080872,0.10616353899240494,0.024891250766813755,False,7407, located,72176, Warsaw,0.8,7407, located,15.6171875,14.703125,-0.9140625,0.13695135712623596,0.049937501549720764,-0.0870138555765152
0,1375,4761,unrelated,0.011692123487591743,26,capital,The capital of Ukraine is,0.04660859704017639,4.660859704017639,1.00390625,0.9990172386169434,0.032566409558057785,0.008058806881308556,True,7407, located,7407, located,0.8,7407, located,16.109375,15.703125,-0.40625,0.33429190516471863,0.2404247671365738,-0.09386713802814484
0,1375,4761,unrelated,0.011692123487591743,27,math,"The next number in the sequence 2, 4, 8, 16 is",0.0858631432056427,8.58631432056427,1.3828125,0.9963972568511963,0.017755381762981415,0.004538279725238681,True,510,":
",510,":
",1.0,510,":
",19.421875,19.328125,-0.09375,0.25789403915405273,0.23177218437194824,-0.026121854782104492
0,1375,4761,unrelated,0.011692123487591743,28,continuation,"After the rain stopped, the sky became",0.0026232812087982893,0.26232812087982893,0.05078125,0.9999858736991882,2.4235574528574944e-05,6.147235126263695e-06,True,2797, clear,2797, clear,1.0,2797, clear,17.640625,17.65625,0.015625,0.24805451929569244,0.24950458109378815,0.0014500617980957031
0,1375,4761,unrelated,0.011692123487591743,29,math,"If y - 5 = 9, then y =",0.006289386190474033,0.6289386190474033,0.1171875,0.9999681711196899,0.00039641864714212716,9.895722541841678e-05,True,220, ,220, ,1.0,220, ,17.921875,17.921875,0.0,0.34557193517684937,0.3528439700603485,0.0072720348834991455
0,1375,4761,unrelated,0.011692123487591743,30,math,One half of 50 is,0.08947186172008514,8.947186172008514,1.62158203125,0.996262788772583,0.04219578951597214,0.009978814516216516,True,6144, equal,6144, equal,1.0,6144, equal,20.015625,20.546875,0.53125,0.46574845910072327,0.5731502175331116,0.1074017584323883
0,1375,4761,unrelated,0.011692123487591743,31,capital,The capital of Portugal is,0.0882033109664917,8.82033109664917,1.7265625,0.9962916374206543,0.12026839703321457,0.02965554967522621,False,7407, located,80701, Lisbon,1.0,7407, located,16.171875,15.421875,-0.75,0.23057682812213898,0.10835868865251541,-0.12221813946962357
0,1375,4761,random_0,0.011692123487591743,0,continuation,"In a democratic system, citizens usually",0.0023237920831888914,0.23237920831888914,0.0322265625,0.9999918937683105,3.436865517869592e-05,8.584337138017872e-06,True,614, have,614, have,1.0,614, have,21.640625,21.625,-0.015625,0.30539563298225403,0.3022080659866333,-0.0031875669956207275
0,1375,4761,random_0,0.011692123487591743,1,math,2 to the power of 8 is,0.046966709196567535,4.6966709196567535,0.787109375,0.9989027380943298,0.005948440637439489,0.0014675327111035585,True,220, ,220, ,1.0,220, ,19.21875,19.296875,0.078125,0.42804810404777527,0.4669966399669647,0.03894853591918945
0,1375,4761,random_0,0.011692123487591743,2,factual,The nearest star to Earth is,0.022948019206523895,2.2948019206523895,0.65625,0.9997637271881104,0.013391711749136448,0.003429493634030223,True,1304, __,1304, __,1.0,1304, __,13.9921875,13.7109375,-0.28125,0.18564634025096893,0.16382403671741486,-0.021822303533554077
0,1375,4761,random_0,0.011692123487591743,3,capital,The capital of Canada is,0.06901127845048904,6.901127845048904,1.5748291015625,0.9979948997497559,0.07876704633235931,0.018493332900106907,False,7407, located,32166, Ottawa,0.6,7407, located,15.5078125,14.5703125,-0.9375,0.11912614852190018,0.04662219434976578,-0.0725039541721344
0,1375,4761,random_0,0.011692123487591743,4,code,"def add(a, b):
    return",0.004541205707937479,0.4541205707937479,0.06640625,0.9999910593032837,1.0909882803389337e-05,2.814658159877581e-06,True,264, a,264, a,1.0,264, a,23.90625,23.890625,-0.015625,0.9667164087295532,0.9659770131111145,-0.0007393956184387207
0,1375,4761,random_0,0.011692123487591743,5,code,"items = [1, 2, 3]
length = len(",0.0022927243262529373,0.22927243262529373,0.0380859375,0.9999890327453613,4.332897879066877e-05,1.0838135040103225e-05,True,16,1,16,1,1.0,16,1,18.46875,18.46875,0.0,0.39086613059043884,0.3928193747997284,0.0019532442092895508
0,1375,4761,random_0,0.011692123487591743,6,capital,The capital of France is,0.0549362450838089,5.49362450838089,0.97265625,0.9985361099243164,0.023463889956474304,0.005752830533310771,True,12095, Paris,12095, Paris,1.0,12095, Paris,17.234375,16.625,-0.609375,0.30551648139953613,0.22038047015666962,-0.08513601124286652
0,1375,4761,random_0,0.011692123487591743,7,continuation,The customer opened the package and found,0.0021082619205117226,0.21082619205117226,0.0234375,0.9999933242797852,2.378536737523973e-05,6.0264781041041715e-06,True,429, that,429, that,1.0,429, that,17.578125,17.578125,0.0,0.25919830799102783,0.2603904902935028,0.0011921823024749756
0,1375,4761,random_0,0.011692123487591743,8,continuation,"To solve the problem step by step, first",0.0036782706156373024,0.36782706156373024,0.046875,0.9999922513961792,5.198792496230453e-05,1.301469819736667e-05,True,8253, determine,8253, determine,1.0,8253, determine,18.46875,18.484375,0.015625,0.1353265345096588,0.13669702410697937,0.0013704895973205566
0,1375,4761,random_0,0.011692123487591743,9,capital,The capital of Italy is,0.043126508593559265,4.3126508593559265,0.84375,0.9992533922195435,0.017459547147154808,0.004497605375945568,True,7407, located,7407, located,1.0,7407, located,16.1875,16.125,-0.0625,0.20208659768104553,0.19381211698055267,-0.008274480700492859
0,1375,4761,random_0,0.011692123487591743,10,math,"If a rectangle has sides 4 and 6, its area is",0.07093534618616104,7.093534618616104,1.16015625,0.997967541217804,0.013222740031778812,0.003300408134236932,True,220, ,220, ,0.8,220, ,18.453125,18.4375,-0.015625,0.2919444739818573,0.2873847782611847,-0.004559695720672607
0,1375,4761,random_0,0.011692123487591743,11,factual,The chemical symbol for oxygen is,0.08875444531440735,8.875444531440735,1.8876953125,0.9962347745895386,0.04902128875255585,0.012879634741693735,True,30743, ____,30743, ____,1.0,30743, ____,19.046875,18.53125,-0.515625,0.31270965933799744,0.2833908796310425,-0.029318779706954956
0,1375,4761,random_0,0.011692123487591743,12,factual,The largest planet in the Solar System is,0.02534918487071991,2.534918487071991,0.6484375,0.9996873140335083,0.005469124298542738,0.0013589022564701736,False,49689, Jupiter,1304, __,0.8,49689, Jupiter,15.0,15.0078125,0.0078125,0.09838929027318954,0.0923849567770958,-0.00600433349609375
0,1375,4761,random_0,0.011692123487591743,13,ukrainian,Протилежне до слова гарячий —,0.0013163149124011397,0.13163149124011397,0.046875,0.9999913573265076,5.526265886146575e-05,1.3773869341093814e-05,True,67879, это,67879, это,1.0,67879, это,6.53125,6.55859375,0.02734375,0.08992964774370193,0.0917191356420517,0.001789487898349762
0,1375,4761,random_0,0.011692123487591743,14,russian,Вода замерзает при температуре,0.0007529559079557657,0.07529559079557657,0.03125,1.000002384185791,4.291923323762603e-05,1.0862354884011438e-05,True,220, ,220, ,1.0,220, ,9.859375,9.84375,-0.015625,0.26714596152305603,0.26385581493377686,-0.003290146589279175
0,1375,4761,random_0,0.011692123487591743,15,factual,The process by which plants use light is called,0.00176630646456033,0.176630646456033,0.037109375,0.9999956488609314,2.9224624086054973e-05,7.338639989029616e-06,True,7249, photos,7249, photos,1.0,7249, photos,19.09375,19.109375,0.015625,0.566943883895874,0.5701147317886353,0.0031708478927612305
0,1375,4761,random_0,0.011692123487591743,16,continuation,The scientist examined the data and concluded that,0.0020970238838344812,0.20970238838344812,0.029296875,0.9999940395355225,3.1402796594193205e-05,8.039710337470751e-06,True,279, the,279, the,1.0,279, the,16.453125,16.4375,-0.015625,0.4974929690361023,0.4940125644207001,-0.0034804046154022217
0,1375,4761,random_0,0.011692123487591743,17,ukrainian,Вода замерзає за температури,0.001401286106556654,0.1401286106556654,0.05517578125,0.9999884366989136,4.1718289139680564e-05,1.0338457286707126e-05,True,11916,ю,11916,ю,1.0,11916,ю,10.0859375,10.09375,0.0078125,0.1448928415775299,0.14465190470218658,-0.00024093687534332275
0,1375,4761,random_0,0.011692123487591743,18,continuation,"Once upon a time, in a small village,",0.002683768980205059,0.2683768980205059,0.046875,0.9999861121177673,2.6078174414578825e-05,6.785709501855308e-06,True,1052, there,1052, there,1.0,1052, there,17.921875,17.90625,-0.015625,0.6780264973640442,0.6754909753799438,-0.002535521984100342
0,1375,4761,random_0,0.011692123487591743,19,continuation,The book begins with a description of,0.0012702050153166056,0.12702050153166056,0.01953125,0.9999977350234985,1.3731456419918686e-05,3.589465450204443e-06,True,279, the,279, the,1.0,279, the,15.1015625,15.1171875,0.015625,0.40656569600105286,0.4088696241378784,0.0023039281368255615
0,1375,4761,random_0,0.011692123487591743,20,german,Die Hauptstadt von Frankreich ist,0.019197283312678337,1.9197283312678337,0.5625,0.9998438358306885,0.008122093044221401,0.0020441996166482568,True,12095, Paris,12095, Paris,1.0,12095, Paris,12.4609375,12.265625,-0.1953125,0.29806914925575256,0.25890517234802246,-0.0391639769077301
0,1375,4761,random_0,0.011692123487591743,21,capital,The capital of Brazil is,0.051601096987724304,5.16010969877243,1.1171875,0.9988040924072266,0.026381928473711014,0.006513861706480384,False,7407, located,61124, Bras,1.0,7407, located,16.078125,15.6171875,-0.4609375,0.15309502184391022,0.10482311248779297,-0.04827190935611725
